stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58279] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58280] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58297] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58298] converting display bitmap 000000000df6de90 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58299] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58301] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58301] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58318] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58328] converting display bitmap 000000000df6edc0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58329] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58331] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58331] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58347] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58348] converting display bitmap 000000000df6fb40 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58349] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58351] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58366] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58368] converting display bitmap 000000000df6f630 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58369] added dtor for bitmap 0000000040a330f0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58370] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58371] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58387] removed dtor for bitmap 0000000040a330f0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58389] converting display bitmap 000000000df6ef70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58390] added dtor for bitmap 0000000040a357c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58392] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58407] removed dtor for bitmap 0000000040a357c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58408] converting display bitmap 000000000df6ea60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58410] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58411] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58411] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58428] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58429] converting display bitmap 000000000df6f480 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58431] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58432] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58433] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58451] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58460] converting display bitmap 000000000df6ec10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58462] added dtor for bitmap 0000000040a32d90, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58464] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58479] removed dtor for bitmap 0000000040a32d90
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58480] converting display bitmap 000000000df6e1f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58482] added dtor for bitmap 0000000040a377d0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58484] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58499] removed dtor for bitmap 0000000040a377d0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58500] converting display bitmap 000000000de38e60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58502] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58503] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58504] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58519] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58520] converting display bitmap 000000000de38cb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58522] added dtor for bitmap 0000000040a321c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58523] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58524] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58535] removed dtor for bitmap 0000000040a321c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58536] converting display bitmap 000000000de38b00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58538] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58539] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58550] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58551] converting display bitmap 000000000de38440 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58552] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58554] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58555] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58566] removed dtor for bitmap 0000000040a32010
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58567] converting display bitmap 000000000de385f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58568] added dtor for bitmap 0000000040a372c0, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58569] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58570] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58581] removed dtor for bitmap 0000000040a372c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  26.58589] converting display bitmap 0000000002e2bac0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  26.58591] added dtor for bitmap 0000000040a32010, func 00007ffbc6b11bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.58592] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.58593] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.58608] removed dtor for bitmap 0000000040a32010
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  26.58610] waiting for display 0000000000ebba30's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  26.59251] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  26.59257] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  26.63270] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63353] removed dtor for timer 0000000002e1b3d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63358] removed dtor for queue 0000000002e1b560
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63360] removed dtor for bitmap 0000000040a32a30
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63362] removed dtor for bitmap 0000000040a34020
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63363] removed dtor for bitmap 0000000040a38040
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63364] removed dtor for bitmap 0000000040a381f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63365] removed dtor for bitmap 0000000028421d30
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63366] removed dtor for bitmap 000000002841f300
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63367] removed dtor for bitmap 000000002841ec40
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63368] removed dtor for bitmap 0000000040a36540
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63369] removed dtor for bitmap 0000000040a33cc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63370] removed dtor for bitmap 0000000040a37980
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63371] removed dtor for bitmap 0000000040a31950
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63372] removed dtor for bitmap 0000000040a35cd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63373] removed dtor for bitmap 0000000040a35970
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63375] removed dtor for bitmap 0000000040a32370
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63376] removed dtor for bitmap 0000000040a33b10
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63377] removed dtor for bitmap 0000000040a34530
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63378] removed dtor for bitmap 0000000040a31b00
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63379] removed dtor for bitmap 0000000040a37470
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63380] removed dtor for bitmap 0000000040a32520
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63392] removed dtor for bitmap 0000000040a33450
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63393] removed dtor for bitmap 0000000040a31cb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63394] removed dtor for bitmap 0000000040a366f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63395] removed dtor for bitmap 0000000040a34f50
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63396] removed dtor for bitmap 0000000040a34bf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63404] removed dtor for bitmap 0000000040a33960
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63405] removed dtor for bitmap 0000000040a37e90
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63482] removed dtor for bitmap 0000000040a37110
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63487] removed dtor for bitmap 0000000040a361e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63489] removed dtor for bitmap 000000002841e580
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63491] removed dtor for bitmap 000000002841ea90
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63492] removed dtor for bitmap 000000002841dd10
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63494] removed dtor for bitmap 00000000284239e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63495] removed dtor for bitmap 00000000284214c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63505] removed dtor for bitmap 0000000028422fc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63507] removed dtor for bitmap 0000000040a31e60
dtor     D               dtor.c:227  _al_unregister_destructor        [  26.63508] removed dtor for bitmap 0000000040a352b0
